Ord,WellID,Date,DayOn,OilMo,GasMo,WatMo,LiqMo,GOR,OilR,GasR,WatR,LiqR,WCT,Type,X,Y,year,month,day
345,103P,2021-09-01,15.0,1800,140.4,31,1831,39.0,120.0,9.36,2.066666667,122.0666667,1.6930639,Production,20.674955,106.759349,2021,9,1
346,2X,2021-09-01,29.71,683,76.5,7,690,112.0,22.98889263,2.574890609,0.235610905,23.22450353,1.014492754,Exploration,20.55606,106.646396,2021,9,1
347,7X,2021-09-01,29.92,1346,138.6,29,1375,103.0,44.98663102,4.632352941,0.969251337,45.95588235,2.109090909,Exploration,20.48693,106.63232,2021,9,1
348,102P,2021-09-01,30.0,1890,20.8,13,1903,11.0,63.0,0.693333333,0.433333333,63.43333333,0.683131897,Production,20.579846,106.835224,2021,9,1
349,104P,2021-09-01,29.42,588,58.8,8,596,100.0,19.98640381,1.998640381,0.271923861,20.25832767,1.342281879,Production,20.503652,106.741497,2021,9,1
350,108P,2021-09-01,8.043333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,9,1
351,106P,2021-10-01,15.395,2033,193.1,85,2118,47.5,132.0558623,12.54303345,5.521273141,137.5771354,4.013220019,Production,20.541916,106.570045,2021,10,1
352,5X,2021-10-01,30.5,397,34.1,8,405,86.0,13.01639344,1.118032787,0.262295082,13.27868852,1.975308642,Exploration,20.62548,106.773082,2021,10,1
353,105P,2021-10-01,28.29,198,40.6,145,343,205.0,6.998939555,1.43513609,5.125486037,12.12442559,42.27405248,Production,20.547723,106.699911,2021,10,1
354,107P,2021-10-01,30.5,2257,288.9,157,2414,128.0,74.0,9.472131148,5.147540984,79.14754098,6.503728252,Production,20.575047,106.659054,2021,10,1
355,3X,2021-10-01,15.46,2009,180.8,18,2027,45.0,129.9482536,11.69469599,1.164294955,131.1125485,0.88801184,Exploration,20.595273,106.733257,2021,10,1
356,4X,2021-10-01,15.5,2325,18.6,14,2339,4.0,150.0,1.2,0.903225806,150.9032258,0.598546387,Exploration,20.660821,106.727077,2021,10,1
357,101P,2021-10-01,15.5,3998,151.9,36,4034,19.0,257.9354839,9.8,2.322580645,260.2580645,0.892414477,Production,20.656645,106.63129,2021,10,1
358,103P,2021-10-01,15.5,2170,151.9,20,2190,35.0,140.0,9.8,1.290322581,141.2903226,0.913242009,Production,20.674955,106.759349,2021,10,1
359,2X,2021-10-01,30.58,704,69.7,6,710,99.0,23.02158273,2.279267495,0.196206671,23.2177894,0.845070423,Exploration,20.55606,106.646396,2021,10,1
360,7X,2021-10-01,30.71,1320,278.5,30,1350,211.0,42.98274178,9.068707261,0.976880495,43.95962227,2.222222222,Exploration,20.48693,106.63232,2021,10,1
361,102P,2021-10-01,31.0,2130,49.0,19,2149,23.0,68.70967742,1.580645161,0.612903226,69.32258065,0.884132154,Production,20.579846,106.835224,2021,10,1
362,104P,2021-10-01,21.42,321,26.3,5,326,82.0,14.9859944,1.227824463,0.233426704,15.2194211,1.533742331,Production,20.503652,106.741497,2021,10,1
363,108P,2021-10-01,10.33333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,10,1
364,106P,2021-11-01,14.895,2175,193.6,88,2263,44.5,146.0221551,12.99765022,5.908022826,151.9301779,3.888643394,Production,20.541916,106.570045,2021,11,1
365,5X,2021-11-01,26.79,402,42.2,8,410,105.0,15.0055991,1.575214632,0.298618888,15.30421799,1.951219512,Exploration,20.62548,106.773082,2021,11,1
366,105P,2021-11-01,28.79,202,70.7,131,333,350.0,7.016325113,2.45571379,4.550191039,11.56651615,39.33933934,Production,20.547723,106.699911,2021,11,1
367,107P,2021-11-01,29.71,2049,235.6,138,2187,115.0,68.96667789,7.929989902,4.644900707,73.61157859,6.310013717,Production,20.575047,106.659054,2021,11,1
368,3X,2021-11-01,15.0,2070,147.0,21,2091,35.5,138.0,9.8,1.4,139.4,1.004304161,Exploration,20.595273,106.733257,2021,11,1
369,4X,2021-11-01,15.0,2190,37.2,15,2205,8.5,146.0,2.48,1.0,147.0,0.680272109,Exploration,20.660821,106.727077,2021,11,1
370,101P,2021-11-01,15.0,3780,219.2,38,3818,29.0,252.0,14.61333333,2.533333333,254.5333333,0.99528549,Production,20.656645,106.63129,2021,11,1
371,103P,2021-11-01,15.0,1890,119.1,17,1907,31.5,126.0,7.94,1.133333333,127.1333333,0.891452543,Production,20.674955,106.759349,2021,11,1
372,2X,2021-11-01,29.79,715,70.1,15,730,98.0,24.00134273,2.353138637,0.503524673,24.50486741,2.054794521,Exploration,20.55606,106.646396,2021,11,1
373,7X,2021-11-01,24.5,1029,143.0,30,1059,139.0,42.0,5.836734694,1.224489796,43.2244898,2.83286119,Exploration,20.48693,106.63232,2021,11,1
374,102P,2021-11-01,30.0,2143,79.3,20,2163,37.0,71.43333333,2.643333333,0.666666667,72.1,0.924641701,Production,20.579846,106.835224,2021,11,1
375,104P,2021-11-01,29.79,626,97.0,16,642,155.0,21.01376301,3.256126217,0.537092984,21.55085599,2.492211838,Production,20.503652,106.741497,2021,11,1
376,108P,2021-11-01,4.293333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,11,1
377,106P,2021-12-01,15.54,2270,231.5,87,2357,51.0,146.0746461,14.8970399,5.598455598,151.6731017,3.691132796,Production,20.541916,106.570045,2021,12,1
378,5X,2021-12-01,29.21,438,42.5,9,447,97.0,14.99486477,1.454981171,0.30811366,15.30297843,2.013422819,Exploration,20.62548,106.773082,2021,12,1
379,105P,2021-12-01,24.42,171,25.5,53,224,149.0,7.002457002,1.044226044,2.17035217,9.172809173,23.66071429,Production,20.547723,106.699911,2021,12,1
380,107P,2021-12-01,30.92,2070,246.3,107,2177,119.0,66.9469599,7.965717982,3.460543338,70.40750323,4.915020671,Production,20.575047,106.659054,2021,12,1
381,3X,2021-12-01,15.645,2003,176.3,18,2021,44.0,128.028124,11.26877597,1.150527325,129.1786513,0.890648194,Exploration,20.595273,106.733257,2021,12,1
382,4X,2021-12-01,15.645,2222,48.9,16,2238,11.0,142.0262065,3.125599233,1.022690956,143.0488974,0.714924039,Exploration,20.660821,106.727077,2021,12,1
383,101P,2021-12-01,15.645,3995,239.7,36,4031,30.0,255.353148,15.32118888,2.30105465,257.6542026,0.893078641,Production,20.656645,106.63129,2021,12,1
384,103P,2021-12-01,15.645,1941,143.6,18,1959,37.0,124.0651965,9.178651326,1.150527325,125.2157239,0.918836141,Production,20.674955,106.759349,2021,12,1
385,2X,2021-12-01,31.0,651,80.1,5,656,123.0,21.0,2.583870968,0.161290323,21.16129032,0.762195122,Exploration,20.55606,106.646396,2021,12,1
386,7X,2021-12-01,31.0,1240,213.3,32,1272,172.0,40.0,6.880645161,1.032258065,41.03225806,2.51572327,Exploration,20.48693,106.63232,2021,12,1
387,102P,2021-12-01,31.29,2191,87.6,15,2206,40.0,70.02237136,2.799616491,0.479386385,70.50175775,0.679963735,Production,20.579846,106.835224,2021,12,1
388,104P,2021-12-01,31.0,558,131.7,4,562,236.0,18.0,4.248387097,0.129032258,18.12903226,0.711743772,Production,20.503652,106.741497,2021,12,1
389,108P,2021-12-01,5.776666667,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,12,1
390,106P,2022-01-01,12.79,1792,281.3,71,1863,78.5,140.1094605,21.99374511,5.551211884,145.6606724,3.811057434,Production,20.541916,106.570045,2022,1,1
391,5X,2022-01-01,25.79,439,69.8,9,448,159.0,17.02210159,2.706475378,0.34897247,17.37107406,2.008928571,Exploration,20.62548,106.773082,2022,1,1
392,105P,2022-01-01,26.0,156,33.1,43,199,212.0,6.0,1.273076923,1.653846154,7.653846154,21.6080402,Production,20.547723,106.699911,2022,1,1
393,107P,2022-01-01,25.5,1709,239.3,82,1791,140.0,67.01960784,9.384313725,3.215686275,70.23529412,4.578447795,Production,20.575047,106.659054,2022,1,1
394,3X,2022-01-01,12.895,1676,132.4,17,1693,39.5,129.9728577,10.26754556,1.318340442,131.2911981,1.004134672,Exploration,20.595273,106.733257,2022,1,1
395,4X,2022-01-01,13.0,1716,10.3,10,1726,3.0,132.0,0.792307692,0.769230769,132.7692308,0.579374276,Exploration,20.660821,106.727077,2022,1,1
396,101P,2022-01-01,13.0,3381,226.5,24,3405,33.5,260.0769231,17.42307692,1.846153846,261.9230769,0.704845815,Production,20.656645,106.63129,2022,1,1
397,103P,2022-01-01,13.0,1664,139.8,12,1676,42.0,128.0,10.75384615,0.923076923,128.9230769,0.715990453,Production,20.674955,106.759349,2022,1,1
398,2X,2022-01-01,25.5,561,33.7,4,565,60.0,22.0,1.321568627,0.156862745,22.15686275,0.707964602,Exploration,20.55606,106.646396,2022,1,1
399,7X,2022-01-01,25.79,877,182.4,41,918,208.0,34.00542846,7.072508724,1.589763474,35.59519193,4.466230937,Exploration,20.48693,106.63232,2022,1,1
400,102P,2022-01-01,26.0,1950,122.9,20,1970,63.0,75.0,4.726923077,0.769230769,75.76923077,1.015228426,Production,20.579846,106.835224,2022,1,1
401,104P,2022-01-01,25.71,488,44.9,3,491,92.0,18.98094127,1.746402178,0.116686114,19.09762738,0.610997963,Production,20.503652,106.741497,2022,1,1
402,108P,2022-01-01,8.416666667,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,1,1
403,106P,2022-02-01,13.54,1626,248.8,91,1717,76.5,120.0886263,18.37518464,6.720827179,126.8094535,5.299941759,Production,20.541916,106.570045,2022,2,1
404,5X,2022-02-01,25.71,694,118.0,16,710,170.0,26.99338779,4.589653831,0.622325943,27.61571373,2.253521127,Exploration,20.62548,106.773082,2022,2,1
405,105P,2022-02-01,27.92,167,58.1,40,207,348.0,5.981375358,2.080945559,1.432664756,7.414040115,19.3236715,Production,20.547723,106.699911,2022,2,1
406,107P,2022-02-01,27.0,1701,137.8,76,1777,81.0,63.0,5.103703704,2.814814815,65.81481481,4.276871131,Production,20.575047,106.659054,2022,2,1
407,3X,2022-02-01,13.895,1890,160.7,19,1909,42.5,136.0201511,11.56531126,1.367398345,137.3875495,0.99528549,Exploration,20.595273,106.733257,2022,2,1
408,4X,2022-02-01,13.895,1530,0.0,8,1538,0.0,110.1115509,0.0,0.575746671,110.6872976,0.520156047,Exploration,20.660821,106.727077,2022,2,1
409,101P,2022-02-01,14.0,3696,236.5,34,3730,32.0,264.0,16.89285714,2.428571429,266.4285714,0.91152815,Production,20.656645,106.63129,2022,2,1
410,103P,2022-02-01,13.96,1702,161.7,12,1714,47.5,121.9197708,11.58309456,0.859598854,122.7793696,0.700116686,Production,20.674955,106.759349,2022,2,1
411,2X,2022-02-01,27.58,635,107.3,5,640,169.0,23.02393038,3.890500363,0.18129079,23.20522117,0.78125,Exploration,20.55606,106.646396,2022,2,1
412,7X,2022-02-01,27.71,803,80.3,36,839,100.0,28.97870805,2.897870805,1.299169975,30.27787802,4.290822408,Exploration,20.48693,106.63232,2022,2,1
413,102P,2022-02-01,28.0,2100,94.5,15,2115,45.0,75.0,3.375,0.535714286,75.53571429,0.709219858,Production,20.579846,106.835224,2022,2,1
414,104P,2022-02-01,27.79,584,68.9,7,591,118.0,21.01475351,2.479309104,0.251889169,21.26664268,1.184433164,Production,20.503652,106.741497,2022,2,1
415,108P,2022-02-01,9.333333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,2,1
416,106P,2022-03-01,15.29,2111,211.1,88,2199,50.0,138.0640942,13.80640942,5.755395683,143.8194899,4.001819009,Production,20.541916,106.570045,2022,3,1
417,5X,2022-03-01,29.5,531,135.9,13,544,256.0,18.0,4.606779661,0.440677966,18.44067797,2.389705882,Exploration,20.62548,106.773082,2022,3,1
418,105P,2022-03-01,30.92,185,40.7,38,223,220.0,5.983182406,1.316300129,1.228978008,7.212160414,17.04035874,Production,20.547723,106.699911,2022,3,1
419,107P,2022-03-01,30.5,1891,117.2,97,1988,62.0,62.0,3.842622951,3.180327869,65.18032787,4.879275654,Production,20.575047,106.659054,2022,3,1
420,3X,2022-03-01,15.395,1880,144.8,17,1897,38.5,122.1175706,9.405651185,1.104254628,123.2218253,0.896151819,Exploration,20.595273,106.733257,2022,3,1
421,4X,2022-03-01,15.5,1736,0.0,11,1747,0.0,112.0,0.0,0.709677419,112.7096774,0.62965083,Exploration,20.660821,106.727077,2022,3,1
422,101P,2022-03-01,15.5,4123,309.2,29,4152,37.5,266.0,19.9483871,1.870967742,267.8709677,0.698458574,Production,20.656645,106.63129,2022,3,1
423,103P,2022-03-01,15.46,1855,148.4,13,1868,40.0,119.9870634,9.598965071,0.84087969,120.8279431,0.695931478,Production,20.674955,106.759349,2022,3,1
424,2X,2022-03-01,30.08,662,132.4,4,666,200.0,22.00797872,4.401595745,0.132978723,22.14095745,0.600600601,Exploration,20.55606,106.646396,2022,3,1
425,7X,2022-03-01,30.5,976,220.6,62,1038,226.0,32.0,7.232786885,2.032786885,34.03278689,5.973025048,Exploration,20.48693,106.63232,2022,3,1
426,102P,2022-03-01,31.0,2108,50.6,15,2123,24.0,68.0,1.632258065,0.483870968,68.48387097,0.706547339,Production,20.579846,106.835224,2022,3,1
427,104P,2022-03-01,30.58,673,115.8,5,678,172.0,22.00784827,3.786788751,0.163505559,22.17135383,0.737463127,Production,20.503652,106.741497,2022,3,1
428,108P,2022-03-01,10.29333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,3,1
429,106P,2022-04-01,14.71,2240,284.5,101,2341,63.5,152.2773623,19.34058464,6.866077498,159.1434398,4.314395557,Production,20.541916,106.570045,2022,4,1
430,5X,2022-04-01,29.5,443,94.8,10,453,214.0,15.01694915,3.213559322,0.338983051,15.3559322,2.207505519,Exploration,20.62548,106.773082,2022,4,1
431,105P,2022-04-01,29.71,178,57.5,44,222,323.0,5.991248738,1.935375295,1.480982834,7.472231572,19.81981982,Production,20.547723,106.699911,2022,4,1
432,107P,2022-04-01,29.42,1823,65.6,116,1939,36.0,61.9646499,2.229775663,3.942895989,65.90754589,5.982465188,Production,20.575047,106.659054,2022,4,1
433,3X,2022-04-01,14.895,1906,171.5,13,1919,45.0,127.9624035,11.51393085,0.872776099,128.8351796,0.677436165,Exploration,20.595273,106.733257,2022,4,1
434,4X,2022-04-01,14.96,1615,0.0,7,1622,0.0,107.9545455,0.0,0.467914439,108.4224599,0.431565968,Exploration,20.660821,106.727077,2022,4,1
435,101P,2022-04-01,15.0,3990,307.2,36,4026,38.5,266.0,20.48,2.4,268.4,0.894187779,Production,20.656645,106.63129,2022,4,1
436,103P,2022-04-01,14.96,1615,101.7,11,1626,31.5,107.9545455,6.798128342,0.735294118,108.6898396,0.676506765,Production,20.674955,106.759349,2022,4,1
437,2X,2022-04-01,29.58,681,147.1,6,687,216.0,23.02231237,4.972954699,0.202839757,23.22515213,0.873362445,Exploration,20.55606,106.646396,2022,4,1
438,7X,2022-04-01,29.79,954,162.2,73,1027,170.0,32.02416918,5.444780128,2.450486741,34.47465592,7.108081792,Exploration,20.48693,106.63232,2022,4,1
439,102P,2022-04-01,30.0,2100,86.1,15,2115,41.0,70.0,2.87,0.5,70.5,0.709219858,Production,20.579846,106.835224,2022,4,1
440,104P,2022-04-01,29.5,561,75.2,10,571,134.0,19.01694915,2.549152542,0.338983051,19.3559322,1.751313485,Production,20.503652,106.741497,2022,4,1
441,108P,2022-04-01,10.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,4,1
442,106P,2022-05-01,15.125,2118,279.6,107,2225,66.0,140.0330579,18.48595041,7.074380165,147.107438,4.808988764,Production,20.541916,106.570045,2022,5,1
443,5X,2022-05-01,30.83,462,102.1,9,471,221.0,14.98540383,3.311709374,0.291923451,15.27732728,1.910828025,Exploration,20.62548,106.773082,2022,5,1
444,105P,2022-05-01,27.79,167,55.8,35,202,334.0,6.009355883,2.007916517,1.259445844,7.268801727,17.32673267,Production,20.547723,106.699911,2022,5,1
445,107P,2022-05-01,30.75,1967,72.8,69,2036,37.0,63.96747967,2.367479675,2.243902439,66.21138211,3.388998035,Production,20.575047,106.659054,2022,5,1
446,3X,2022-05-01,15.355,1962,182.5,18,1980,46.5,127.7759687,11.88537936,1.172256594,128.9482253,0.909090909,Exploration,20.595273,106.733257,2022,5,1
447,4X,2022-05-01,15.5,1581,0.0,5,1586,0.0,102.0,0.0,0.322580645,102.3225806,0.315258512,Exploration,20.660821,106.727077,2022,5,1
448,101P,2022-05-01,15.5,4059,324.7,33,4092,40.0,261.8709677,20.9483871,2.129032258,264.0,0.806451613,Production,20.656645,106.63129,2022,5,1
449,103P,2022-05-01,15.46,1608,106.1,13,1621,33.0,104.0103493,6.862871928,0.84087969,104.851229,0.80197409,Production,20.674955,106.759349,2022,5,1
450,2X,2022-05-01,30.79,677,151.0,8,685,223.0,21.98765833,4.904189672,0.259824618,22.24748295,1.167883212,Exploration,20.55606,106.646396,2022,5,1
451,7X,2022-05-01,30.58,918,160.7,93,1011,175.0,30.01962067,5.255068672,3.041203401,33.06082407,9.198813056,Exploration,20.48693,106.63232,2022,5,1
452,102P,2022-05-01,30.54,1938,81.4,16,1954,42.0,63.45776031,2.665356909,0.523903078,63.98166339,0.818833163,Production,20.579846,106.835224,2022,5,1
453,104P,2022-05-01,29.96,539,74.9,12,551,139.0,17.99065421,2.5,0.400534045,18.39118825,2.177858439,Production,20.503652,106.741497,2022,5,1
454,108P,2022-05-01,10.30666667,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,5,1
455,106P,2022-06-01,14.835,1928,645.9,89,2017,167.5,129.9629255,43.53892821,5.999325918,135.9622514,4.412493803,Production,20.541916,106.570045,2022,6,1
456,5X,2022-06-01,29.46,413,57.4,11,424,139.0,14.01900883,1.948404616,0.373387644,14.39239647,2.594339623,Exploration,20.62548,106.773082,2022,6,1
457,105P,2022-06-01,29.67,178,35.4,32,210,199.0,5.999325918,1.193124368,1.078530502,7.077856421,15.23809524,Production,20.547723,106.699911,2022,6,1
458,107P,2022-06-01,29.54,1889,100.1,149,2038,53.0,63.94719025,3.388625592,5.044008125,68.99119838,7.311089303,Production,20.575047,106.659054,2022,6,1
459,3X,2022-06-01,14.815,1835,93.6,19,1854,25.5,123.8609517,6.317921026,1.282483969,125.1434357,1.024811219,Exploration,20.595273,106.733257,2022,6,1
460,4X,2022-06-01,15.0,1500,0.0,12,1512,0.0,100.0,0.0,0.8,100.8,0.793650794,Exploration,20.660821,106.727077,2022,6,1
461,101P,2022-06-01,15.0,3718,185.9,41,3759,25.0,247.8666667,12.39333333,2.733333333,250.6,1.090715616,Production,20.656645,106.63129,2022,6,1
462,103P,2022-06-01,15.0,1530,78.0,17,1547,25.5,102.0,5.2,1.133333333,103.1333333,1.098901099,Production,20.674955,106.759349,2022,6,1
463,2X,2022-06-01,29.71,564,61.5,8,572,109.0,18.98350724,2.070010098,0.269269606,19.25277684,1.398601399,Exploration,20.55606,106.646396,2022,6,1
464,7X,2022-06-01,29.63,918,112.9,94,1012,123.0,30.98211272,3.810327371,3.172460344,34.15457307,9.288537549,Exploration,20.48693,106.63232,2022,6,1
465,102P,2022-06-01,30.0,1860,59.5,19,1879,32.0,62.0,1.983333333,0.633333333,62.63333333,1.011176158,Production,20.579846,106.835224,2022,6,1
466,104P,2022-06-01,29.58,562,80.4,11,573,143.0,18.99932387,2.718052738,0.371872887,19.37119675,1.919720768,Production,20.503652,106.741497,2022,6,1
467,108P,2022-06-01,9.443333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,6,1
468,106P,2022-07-01,15.25,1525,230.3,99,1624,75.5,100.0,15.10163934,6.491803279,106.4918033,6.096059113,Production,20.541916,106.570045,2022,7,1
469,5X,2022-07-01,30.67,460,92.0,9,469,200.0,14.99836974,2.999673948,0.293446365,15.29181611,1.918976546,Exploration,20.62548,106.773082,2022,7,1
470,105P,2022-07-01,31.0,217,25.0,38,255,115.0,7.0,0.806451613,1.225806452,8.225806452,14.90196078,Production,20.547723,106.699911,2022,7,1
471,107P,2022-07-01,30.67,1839,123.2,122,1961,67.0,59.96087382,4.016954679,3.977828497,63.93870231,6.221315655,Production,20.575047,106.659054,2022,7,1
472,3X,2022-07-01,15.335,1871,149.7,15,1886,40.0,122.0084773,9.761982393,0.978154548,122.9866319,0.79533404,Exploration,20.595273,106.733257,2022,7,1
473,4X,2022-07-01,15.5,1549,0.0,9,1558,0.0,99.93548387,0.0,0.580645161,100.516129,0.577663671,Exploration,20.660821,106.727077,2022,7,1
474,101P,2022-07-01,15.5,3813,247.8,35,3848,32.5,246.0,15.98709677,2.258064516,248.2580645,0.90956341,Production,20.656645,106.63129,2022,7,1
475,103P,2022-07-01,15.48,1516,103.1,14,1530,34.0,97.93281654,6.660206718,0.904392765,98.8372093,0.91503268,Production,20.674955,106.759349,2022,7,1
476,2X,2022-07-01,30.25,647,55.0,7,654,85.0,21.38842975,1.818181818,0.231404959,21.61983471,1.070336391,Exploration,20.55606,106.646396,2022,7,1
477,7X,2022-07-01,30.67,889,192.9,82,971,217.0,28.98597978,6.289533746,2.673622432,31.65960222,8.444902163,Exploration,20.48693,106.63232,2022,7,1
478,102P,2022-07-01,31.0,1922,113.4,16,1938,59.0,62.0,3.658064516,0.516129032,62.51612903,0.825593395,Production,20.579846,106.835224,2022,7,1
479,104P,2022-07-01,29.42,559,107.3,4,563,192.0,19.00067981,3.64717879,0.135961931,19.13664174,0.710479574,Production,20.503652,106.741497,2022,7,1
480,108P,2022-07-01,10.33333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,7,1
481,106P,2022-08-01,13.75,825,80.0,38,863,48.5,60.0,5.818181818,2.763636364,62.76363636,4.403244496,Production,20.541916,106.570045,2022,8,1
482,5X,2022-08-01,26.42,449,142.8,10,459,318.0,16.99470098,5.404996215,0.378501136,17.37320212,2.178649237,Exploration,20.62548,106.773082,2022,8,1
483,105P,2022-08-01,27.96,224,54.2,44,268,242.0,8.011444921,1.938483548,1.573676681,9.585121602,16.41791045,Production,20.547723,106.699911,2022,8,1
484,107P,2022-08-01,27.88,1560,106.1,105,1665,68.0,55.95408895,3.805595409,3.766140603,59.72022956,6.306306306,Production,20.575047,106.659054,2022,8,1
485,3X,2022-08-01,13.96,1757,110.7,14,1771,31.5,125.8595989,7.929799427,1.00286533,126.8624642,0.790513834,Exploration,20.595273,106.733257,2022,8,1
486,4X,2022-08-01,14.065,1630,0.0,10,1640,0.0,115.8905084,0.0,0.710984714,116.6014931,0.609756098,Exploration,20.660821,106.727077,2022,8,1
487,101P,2022-08-01,14.065,3608,270.6,33,3641,37.5,256.5232847,19.23924636,2.346249556,258.8695343,0.906344411,Production,20.656645,106.63129,2022,8,1
488,103P,2022-08-01,14.065,1237,106.4,10,1247,43.0,87.9488091,7.564877355,0.710984714,88.65979381,0.801924619,Production,20.674955,106.759349,2022,8,1
489,2X,2022-08-01,27.96,503,96.1,4,507,191.0,17.98998569,3.437052933,0.143061516,18.13304721,0.788954635,Exploration,20.55606,106.646396,2022,8,1
490,7X,2022-08-01,27.71,748,184.0,77,825,246.0,26.99386503,6.640202093,2.778780224,29.77264525,9.333333333,Exploration,20.48693,106.63232,2022,8,1
491,102P,2022-08-01,28.13,1939,91.1,16,1955,47.0,68.92996801,3.238535371,0.568787771,69.49875578,0.818414322,Production,20.579846,106.835224,2022,8,1
492,104P,2022-08-01,27.71,471,110.7,3,474,235.0,16.99747384,3.994947672,0.108264165,17.105738,0.632911392,Production,20.503652,106.741497,2022,8,1
493,108P,2022-08-01,9.416666667,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,8,1
494,106P,2022-09-01,14.815,1481,170.3,138,1619,57.5,99.96625042,11.49510631,9.314883564,109.281134,8.523780111,Production,20.541916,106.570045,2022,9,1
495,5X,2022-09-01,28.75,374,113.3,8,382,303.0,13.00869565,3.940869565,0.27826087,13.28695652,2.094240838,Exploration,20.62548,106.773082,2022,9,1
496,105P,2022-09-01,25.63,179,33.7,27,206,188.0,6.984003121,1.314865392,1.053452985,8.037456106,13.10679612,Production,20.547723,106.699911,2022,9,1
497,107P,2022-09-01,25.17,1435,152.1,176,1611,106.0,57.01231625,6.042908224,6.992451331,64.00476758,10.92489137,Production,20.575047,106.659054,2022,9,1
498,3X,2022-09-01,13.94,1617,103.5,16,1633,32.0,115.9971306,7.424677188,1.147776184,117.1449067,0.979791794,Exploration,20.595273,106.733257,2022,9,1
499,4X,2022-09-01,14.98,1977,142.3,14,1991,36.0,131.975968,9.499332443,0.934579439,132.9105474,0.703164239,Exploration,20.660821,106.727077,2022,9,1
500,101P,2022-09-01,15.0,3492,164.1,32,3524,23.5,232.8,10.94,2.133333333,234.9333333,0.908059024,Production,20.656645,106.63129,2022,9,1
501,103P,2022-09-01,14.94,1758,80.9,18,1776,23.0,117.6706827,5.414993307,1.204819277,118.875502,1.013513514,Production,20.674955,106.759349,2022,9,1
502,2X,2022-09-01,29.38,588,71.1,7,595,121.0,20.0136147,2.420013615,0.238257318,20.25187202,1.176470588,Exploration,20.55606,106.646396,2022,9,1
503,7X,2022-09-01,29.46,707,99.0,68,775,140.0,23.99864223,3.360488798,2.308214528,26.30685675,8.774193548,Exploration,20.48693,106.63232,2022,9,1
504,102P,2022-09-01,30.0,1902,81.8,17,1919,43.0,63.4,2.726666667,0.566666667,63.96666667,0.885878061,Production,20.579846,106.835224,2022,9,1
505,104P,2022-09-01,29.67,445,85.4,7,452,192.0,14.9983148,2.878328278,0.235928547,15.23424334,1.548672566,Production,20.503652,106.741497,2022,9,1
506,108P,2022-09-01,10.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,9,1
507,106P,2022-10-01,8.69,104,26.5,1976,2080,127.5,11.96777906,3.049482163,227.3878021,239.3555811,95.0,Production,20.541916,106.570045,2022,10,1
508,5X,2022-10-01,30.63,337,40.1,10,347,119.0,11.00228534,1.309174012,0.32647731,11.32876265,2.88184438,Exploration,20.62548,106.773082,2022,10,1
509,105P,2022-10-01,30.58,245,23.0,36,281,94.0,8.0117724,0.752125572,1.177240026,9.189012426,12.8113879,Production,20.547723,106.699911,2022,10,1
510,107P,2022-10-01,30.5,1006,110.7,140,1146,110.0,32.98360656,3.629508197,4.590163934,37.57377049,12.21640489,Production,20.575047,106.659054,2022,10,1
511,3X,2022-10-01,15.25,1800,138.6,16,1816,38.5,118.0327869,9.08852459,1.049180328,119.0819672,0.881057269,Exploration,20.595273,106.733257,2022,10,1
512,4X,2022-10-01,15.5,2015,151.1,14,2029,37.5,130.0,9.748387097,0.903225806,130.9032258,0.689995071,Exploration,20.660821,106.727077,2022,10,1
513,101P,2022-10-01,15.5,3502,192.6,32,3534,27.5,225.9354839,12.42580645,2.064516129,228.0,0.90548953,Production,20.656645,106.63129,2022,10,1
514,103P,2022-10-01,13.875,1666,96.6,19,1685,29.0,120.0720721,6.962162162,1.369369369,121.4414414,1.127596439,Production,20.674955,106.759349,2022,10,1
515,2X,2022-10-01,30.5,519,53.5,4,523,103.0,17.01639344,1.754098361,0.131147541,17.14754098,0.764818356,Exploration,20.55606,106.646396,2022,10,1
516,7X,2022-10-01,30.42,760,123.9,70,830,163.0,24.98356345,4.072978304,2.301117686,27.28468113,8.43373494,Exploration,20.48693,106.63232,2022,10,1
517,102P,2022-10-01,31.0,1952,99.6,14,1966,51.0,62.96774194,3.212903226,0.451612903,63.41935484,0.712105799,Production,20.579846,106.835224,2022,10,1
